Frames,Timestamp,fundamental_freq,pid,qid,voice_label
45,1.6432055725205328,168.9067159943338,40,13,yes
46,1.6532486277669134,167.44439729704183,40,13,yes
47,1.663291683013294,166.6452191813604,40,13,yes
48,1.6733347382596744,166.6200736272842,40,13,yes
49,1.6833777935060548,165.83049687802756,40,13,yes
50,1.6934208487524354,166.27157425472006,40,13,yes
51,1.703463903998816,165.33377224043832,40,13,yes
52,1.7135069592451964,163.9557970201342,40,13,yes
53,1.7235500144915767,163.55215493483223,40,13,yes
54,1.7335930697379573,,40,13,no
55,1.743636124984338,,40,13,no
56,1.7536791802307183,,40,13,no
57,1.7637222354770987,,40,13,no
58,1.7737652907234793,,40,13,no
59,1.78380834596986,,40,13,no
60,1.7938514012162403,,40,13,no
61,1.8038944564626207,,40,13,no
62,1.8139375117090013,,40,13,no
63,1.823980566955382,,40,13,no
64,1.8340236222017623,,40,13,no
65,1.8440666774481427,,40,13,no
66,1.8541097326945233,,40,13,no
67,1.8641527879409039,,40,13,no
68,1.8741958431872843,,40,13,no
69,1.8842388984336647,,40,13,no
70,1.8942819536800453,,40,13,no
71,1.9043250089264259,,40,13,no
72,1.9143680641728062,,40,13,no
73,1.9244111194191866,,40,13,no
74,1.9344541746655672,,40,13,no
75,1.9444972299119478,,40,13,no
76,1.9545402851583282,,40,13,no
77,1.9645833404047086,,40,13,no
78,1.9746263956510892,,40,13,no
79,1.9846694508974698,,40,13,no
80,1.9947125061438502,,40,13,no
81,2.0047555613902306,,40,13,no
82,2.014798616636611,,40,13,no
83,2.024841671882992,,40,13,no
84,2.034884727129372,,40,13,no
85,2.0449277823757526,,40,13,no
86,2.0549708376221334,,40,13,no
87,2.065013892868514,,40,13,no
88,2.075056948114894,,40,13,no
89,2.0851000033612745,,40,13,no
90,2.095143058607655,,40,13,no
91,2.1051861138540358,,40,13,no
92,2.115229169100416,,40,13,no
93,2.1252722243467965,,40,13,no
94,2.1353152795931774,,40,13,no
95,2.1453583348395577,,40,13,no
96,2.155401390085938,,40,13,no
97,2.1654444453323185,,40,13,no
98,2.175487500578699,,40,13,no
99,2.1855305558250797,,40,13,no
100,2.19557361107146,,40,13,no
101,2.2056166663178405,,40,13,no
102,2.2156597215642213,,40,13,no
103,2.2257027768106017,,40,13,no
104,2.235745832056982,,40,13,no
105,2.2457888873033625,,40,13,no
106,2.255831942549743,,40,13,no
107,2.2658749977961237,,40,13,no
108,2.275918053042504,,40,13,no
109,2.2859611082888844,,40,13,no
110,2.2960041635352653,,40,13,no
111,2.3060472187816456,,40,13,no
112,2.316090274028026,,40,13,no
113,2.3261333292744064,,40,13,no
114,2.336176384520787,,40,13,no
115,2.3462194397671676,,40,13,no
116,2.356262495013548,,40,13,no
117,2.3663055502599284,,40,13,no
118,2.376348605506309,,40,13,no
119,2.3863916607526896,,40,13,no
120,2.39643471599907,,40,13,no
121,2.4064777712454504,,40,13,no
122,2.4165208264918308,,40,13,no
123,2.4265638817382116,,40,13,no
124,2.436606936984592,,40,13,no
125,2.4466499922309723,,40,13,no
126,2.456693047477353,,40,13,no
127,2.4667361027237336,,40,13,no
128,2.476779157970114,,40,13,no
129,2.4868222132164943,,40,13,no
130,2.4968652684628747,,40,13,no
131,2.5069083237092555,,40,13,no
132,2.516951378955636,,40,13,no
133,2.5269944342020163,,40,13,no
134,2.537037489448397,,40,13,no
135,2.5470805446947775,,40,13,no
136,2.557123599941158,,40,13,no
137,2.5671666551875383,,40,13,no
138,2.5772097104339187,,40,13,no
139,2.5872527656802995,,40,13,no
140,2.59729582092668,,40,13,no
141,2.6073388761730603,,40,13,no
142,2.617381931419441,,40,13,no
143,2.6274249866658215,,40,13,no
144,2.637468041912202,,40,13,no
145,2.6475110971585822,,40,13,no
146,2.6575541524049626,,40,13,no
147,2.6675972076513434,,40,13,no
148,2.677640262897724,,40,13,no
149,2.687683318144104,,40,13,no
150,2.697726373390485,,40,13,no
151,2.7077694286368654,,40,13,no
152,2.717812483883246,,40,13,no
153,2.727855539129626,,40,13,no
154,2.7378985943760066,,40,13,no
155,2.7479416496223874,,40,13,no
156,2.757984704868768,,40,13,no
157,2.768027760115148,,40,13,no
158,2.778070815361529,,40,13,no
159,2.7881138706079094,,40,13,no
160,2.7981569258542898,,40,13,no
161,2.80819998110067,,40,13,no
162,2.8182430363470505,,40,13,no
163,2.8282860915934314,,40,13,no
164,2.8383291468398117,,40,13,no
165,2.848372202086192,,40,13,no
166,2.858415257332573,,40,13,no
167,2.8684583125789533,,40,13,no
168,2.8785013678253337,,40,13,no
169,2.888544423071714,,40,13,no
170,2.8985874783180945,,40,13,no
171,2.9086305335644753,,40,13,no
172,2.9186735888108557,,40,13,no
173,2.928716644057236,,40,13,no
174,2.938759699303617,,40,13,no
175,2.9488027545499973,,40,13,no
176,2.9588458097963777,,40,13,no
177,2.968888865042758,,40,13,no
178,2.9789319202891384,,40,13,no
179,2.9889749755355193,,40,13,no
180,2.9990180307818997,,40,13,no
181,3.00906108602828,,40,13,no
182,3.019104141274661,,40,13,no
183,3.0291471965210413,,40,13,no
184,3.0391902517674216,,40,13,no
185,3.049233307013802,,40,13,no
186,3.0592763622601824,,40,13,no
187,3.0693194175065632,,40,13,no
188,3.0793624727529436,,40,13,no
189,3.089405527999324,,40,13,no
190,3.099448583245705,,40,13,no
191,3.109491638492085,,40,13,no
192,3.1195346937384656,,40,13,no
193,3.129577748984846,,40,13,no
194,3.1396208042312264,,40,13,no
195,3.149663859477607,,40,13,no
196,3.1597069147239876,,40,13,no
197,3.169749969970368,,40,13,no
198,3.179793025216749,,40,13,no
199,3.189836080463129,,40,13,no
200,3.1998791357095095,,40,13,no
201,3.20992219095589,,40,13,no
202,3.2199652462022703,,40,13,no
203,3.230008301448651,,40,13,no
204,3.2400513566950315,,40,13,no
205,3.250094411941412,,40,13,no
206,3.2601374671877927,,40,13,no
207,3.270180522434173,,40,13,no
208,3.2802235776805535,,40,13,no
209,3.290266632926934,,40,13,no
210,3.3003096881733143,,40,13,no
211,3.310352743419695,,40,13,no
212,3.3203957986660755,,40,13,no
213,3.330438853912456,,40,13,no
214,3.3404819091588367,,40,13,no
215,3.350524964405217,,40,13,no
216,3.3605680196515975,,40,13,no
217,3.370611074897978,,40,13,no
218,3.3806541301443582,,40,13,no
219,3.390697185390739,,40,13,no
220,3.4007402406371194,,40,13,no
221,3.4107832958835,,40,13,no
222,3.4208263511298806,,40,13,no
223,3.430869406376261,,40,13,no
224,3.4409124616226414,,40,13,no
225,3.450955516869022,,40,13,no
226,3.460998572115402,,40,13,no
227,3.471041627361783,,40,13,no
228,3.4810846826081634,,40,13,no
229,3.4911277378545438,,40,13,no
230,3.5011707931009246,,40,13,no
231,3.511213848347305,,40,13,no
232,3.5212569035936854,,40,13,no
233,3.5312999588400658,,40,13,no
234,3.541343014086446,,40,13,no
235,3.551386069332827,,40,13,no
236,3.5614291245792074,,40,13,no
237,3.5714721798255877,,40,13,no
238,3.5815152350719686,,40,13,no
239,3.591558290318349,,40,13,no
240,3.6016013455647293,,40,13,no
241,3.6116444008111097,,40,13,no
242,3.62168745605749,,40,13,no
243,3.631730511303871,,40,13,no
244,3.6417735665502513,,40,13,no
245,3.6518166217966317,,40,13,no
246,3.6618596770430125,,40,13,no
247,3.671902732289393,,40,13,no
248,3.6819457875357733,,40,13,no
249,3.6919888427821537,,40,13,no
250,3.702031898028534,,40,13,no
251,3.712074953274915,,40,13,no
252,3.7221180085212953,,40,13,no
253,3.7321610637676756,,40,13,no
254,3.7422041190140565,,40,13,no
255,3.752247174260437,,40,13,no
256,3.7622902295068172,,40,13,no
257,3.7723332847531976,,40,13,no
258,3.782376339999578,,40,13,no
259,3.792419395245959,,40,13,no
260,3.802462450492339,,40,13,no
261,3.8125055057387196,,40,13,no
262,3.8225485609851004,,40,13,no
263,3.832591616231481,,40,13,no
264,3.842634671477861,218.98933967071872,40,13,yes
265,3.8526777267242416,207.41928300275904,40,13,yes
266,3.862720781970622,193.44478914387864,40,13,yes
267,3.872763837217003,189.72838860202634,40,13,yes
268,3.882806892463383,188.56163765615474,40,13,yes
269,3.8928499477097636,185.95471760891675,40,13,yes
270,3.9028930029561444,203.47017361250906,40,13,yes
271,3.9129360582025248,206.94400342336888,40,13,yes
272,3.922979113448905,207.33791083820466,40,13,yes
273,3.9330221686952855,207.51353132366867,40,13,yes
274,3.943065223941666,207.75155763407864,40,13,yes
275,3.9531082791880467,208.21299597915888,40,13,yes
276,3.963151334434427,208.38785432376392,40,13,yes
277,3.9731943896808075,208.37146986883715,40,13,yes
278,3.9832374449271883,208.46504975830754,40,13,yes
279,3.9932805001735687,208.43716612152127,40,13,yes
280,4.003323555419949,208.8867842313242,40,13,yes
