Distance_between_peaks(sec),Expressivity,Timestamp,pid
0.0,134.04074074074072,3.899999999999993,40
5.200000000000015,129.16666666666669,9.100000000000009,40
6.066999999999979,130.84506172839508,15.166999999999987,40
4.333000000000045,110.46592592592593,19.500000000000032,40
3.4670000000000485,144.13086419753085,22.96700000000008,40
1.7330000000000254,141.1172839506173,24.700000000000106,40
3.4670000000000485,156.55456790123458,28.167000000000154,40
1.7330000000000254,131.0456790123457,29.90000000000018,40
1.7330000000000254,123.320987654321,31.633000000000205,40
4.3340000000000565,142.05925925925925,35.96700000000026,40
1.7330000000000254,136.39197530864197,37.70000000000029,40
3.4670000000000485,157.05925925925925,41.167000000000336,40
1.7330000000000254,130.5401234567901,42.90000000000036,40
3.4670000000000485,152.7206172839506,46.36700000000041,40
3.466000000000051,233.76049382716047,49.83300000000046,40
7.800000000000111,182.38580246913585,57.63300000000057,40
3.4670000000000485,212.68395061728395,61.10000000000062,40
4.333000000000155,163.2714814814815,65.43300000000077,40
3.467000000000297,240.18950617283954,68.90000000000107,40
6.93300000000059,206.5012345679012,75.83300000000166,40
3.467000000000297,209.80370370370366,79.30000000000196,40
4.333000000000368,201.26851851851848,83.63300000000233,40
5.200000000000443,165.6012345679013,88.83300000000277,40
5.200000000000443,108.94567901234568,94.03300000000321,40
1.734000000000151,123.5685185185185,95.76700000000336,40
3.4660000000002924,99.41111111111111,99.23300000000366,40
1.734000000000151,106.91888888888889,100.96700000000381,40
2.6000000000002217,202.99814814814815,103.56700000000403,40
2.6000000000002217,124.33950617283952,106.16700000000425,40
2.6000000000002217,158.76913580246912,108.76700000000447,40
3.4660000000002924,113.9827160493827,112.23300000000476,40
1.734000000000151,96.71234567901236,113.96700000000492,40
1.7330000000001462,122.13086419753084,115.70000000000506,40
2.6000000000002217,99.57037037037037,118.30000000000528,40
2.6000000000002217,108.00592592592592,120.9000000000055,40
1.7330000000001462,77.20925925925924,122.63300000000565,40
24.266999999994013,73.33580246913581,146.89999999999966,40
3.4669999999988192,111.96419753086421,150.36699999999848,40
1.7329999999994072,95.82851851851852,152.0999999999979,40
25.999999999991132,73.29197530864197,178.09999999998902,40
1.7329999999994072,116.30135802469137,179.83299999998843,40
6.0669999999979325,175.9246913580247,185.89999999998636,40
1.7329999999994072,171.0530864197531,187.63299999998577,40
6.0669999999979325,159.041975308642,193.6999999999837,40
4.3329999999985205,171.66851851851848,198.03299999998222,40
6.9339999999976385,257.9950617283951,204.96699999997986,40
2.5999999999991132,145.47543209876542,207.56699999997898,40
4.3329999999985205,116.37654320987654,211.8999999999775,40
2.5999999999991132,171.9777777777778,214.4999999999766,40
4.3329999999985205,246.98333333333335,218.83299999997513,40
6.0669999999979325,117.40925925925924,224.89999999997306,40
2.5999999999991132,157.91851851851854,227.49999999997218,40
4.3329999999985205,150.84913580246914,231.8329999999707,40
1.733999999999412,161.7274074074074,233.5669999999701,40
5.1999999999982265,46.040740740740745,238.76699999996833,40
2.5999999999991132,92.96296296296296,241.36699999996745,40
4.3329999999985205,115.25185185185185,245.69999999996597,40
3.4669999999988192,140.40444444444444,249.1669999999648,40
4.3329999999985205,150.74234567901235,253.4999999999633,40
1.7329999999994072,162.08691358024694,255.23299999996271,40
7.800000000001319,92.88888888888889,263.03299999996403,40
4.3340000000009695,115.62592592592593,267.366999999965,40
3.466000000000804,139.90259259259258,270.8329999999658,40
2.600000000000591,83.4574074074074,273.4329999999664,40
2.600000000000591,119.92592592592591,276.032999999967,40
5.200000000001182,121.78518518518518,281.2329999999682,40
2.600000000000591,136.98395061728394,283.83299999996876,40
6.0670000000013715,142.1358024691358,289.89999999997013,40
8.667000000001963,183.1337037037037,298.5669999999721,40
3.466000000000804,182.28691358024693,302.0329999999729,40
6.0670000000013715,158.07962962962964,308.0999999999743,40
4.333000000000993,188.33679012345675,312.43299999997527,40
3.4670000000007803,178.66283950617287,315.89999999997605,40
6.0670000000013715,156.2993827160494,321.9669999999774,40
6.066000000001395,187.38209876543206,328.0329999999788,40
2.600000000000591,184.18024691358028,330.6329999999794,40
3.4670000000007803,166.65246913580248,334.0999999999802,40
5.200000000001182,107.32419753086418,339.29999999998137,40
1.733000000000402,91.74938271604937,341.03299999998177,40
3.4670000000007803,190.12283950617282,344.49999999998255,40
1.733000000000402,180.81049382716049,346.23299999998295,40
4.3340000000009695,170.86111111111111,350.5669999999839,40
4.333000000000993,107.5641975308642,354.8999999999849,40
2.600000000000591,157.00925925925927,357.4999999999855,40
2.600000000000591,181.48827160493823,360.0999999999861,40
2.600000000000591,182.2679012345679,362.6999999999867,40
1.733000000000402,173.36913580246912,364.4329999999871,40
2.600000000000591,174.6061728395062,367.0329999999877,40
4.3340000000009695,153.8962962962963,371.36699999998865,40
1.733000000000402,166.82407407407408,373.09999999998905,40
2.600000000000591,178.03580246913575,375.69999999998964,40
1.733000000000402,178.69135802469137,377.43299999999005,40
2.600000000000591,175.98580246913576,380.03299999999064,40
3.4670000000007803,147.22222222222223,383.4999999999914,40
1.733000000000402,163.59382716049382,385.2329999999918,40
4.3340000000009695,173.11938271604936,389.5669999999928,40
2.600000000000591,157.5548148148148,392.1669999999934,40
3.466000000000804,148.96049382716052,395.6329999999942,40
2.600000000000591,166.6962962962963,398.2329999999948,40
4.3340000000009695,171.38851851851854,402.56699999999574,40
1.733000000000402,156.21074074074076,404.29999999999615,40
5.200000000001182,153.1704938271605,409.4999999999973,40
2.600000000000591,203.07901234567902,412.0999999999979,40
2.600000000000591,213.45185185185184,414.6999999999985,40
1.733000000000402,157.0530864197531,416.4329999999989,40
3.4670000000007803,158.4146913580247,419.8999999999997,40
9.533000000002176,182.39962962962966,429.43300000000187,40
5.200000000001182,205.4438271604938,434.63300000000305,40
2.600000000000591,199.8333333333333,437.23300000000364,40
6.0670000000013715,161.65913580246914,443.300000000005,40
3.4670000000007803,114.04074074074072,446.7670000000058,40
3.466000000000804,105.45555555555555,450.2330000000066,40
2.600000000000591,193.4262962962963,452.8330000000072,40
8.667000000001963,140.35111111111112,461.50000000000915,40
1.733000000000402,105.59629629629629,463.23300000000955,40
3.4670000000007803,122.96296296296296,466.70000000001033,40
3.4670000000007803,146.58888888888887,470.1670000000111,40
1.733000000000402,127.15604938271608,471.9000000000115,40
8.667000000001963,138.2725925925926,480.5670000000135,40
6.066000000001395,126.32962962962964,486.6330000000149,40
3.4670000000007803,141.49506172839506,490.10000000001565,40
2.600000000000591,126.36111111111113,492.70000000001625,40
2.600000000000591,122.82592592592592,495.30000000001684,40
2.600000000000591,170.99753086419753,497.9000000000174,40
3.4670000000007803,160.31111111111113,501.3670000000182,40
4.333000000000993,120.12222222222223,505.7000000000192,40
4.333000000000993,182.0345679012346,510.0330000000202,40
3.4670000000007235,164.3111111111111,513.5000000000209,40
1.733000000000402,153.05185185185186,515.2330000000213,40
1.7340000000003783,125.20246913580247,516.9670000000217,40
2.600000000000591,102.8851851851852,519.5670000000223,40
2.600000000000591,155.93555555555557,522.1670000000229,40
9.533000000002176,44.79876543209876,531.700000000025,40
2.600000000000591,122.97802469135803,534.3000000000256,40
1.733000000000402,218.62222222222223,536.033000000026,40
4.3340000000009695,167.3925925925926,540.367000000027,40
1.733000000000402,176.6703703703704,542.1000000000274,40
3.4670000000007803,232.71753086419753,545.5670000000282,40
1.733000000000402,201.679012345679,547.3000000000286,40
2.600000000000591,209.50740740740744,549.9000000000292,40
3.4670000000007803,146.9944444444444,553.36700000003,40
1.733000000000402,141.65185185185186,555.1000000000304,40
4.333000000000993,209.63703703703706,559.4330000000314,40
1.7340000000003783,144.55972222222223,561.1670000000317,40
4.333000000000993,147.1103703703704,565.5000000000327,40
7.8000000000017735,52.10246913580248,573.3000000000345,40
3.4670000000007803,117.3279012345679,576.7670000000353,40
1.733000000000402,215.07777777777778,578.5000000000357,40
5.200000000001182,170.90740740740745,583.7000000000369,40
1.733000000000402,175.10740740740746,585.4330000000373,40
2.600000000000591,221.85148148148147,588.0330000000379,40
2.600000000000591,198.31111111111113,590.6330000000385,40
2.600000000000591,279.21111111111105,593.233000000039,40
2.600000000000591,136.37971014492751,595.8330000000396,40
1.7340000000003783,143.48888888888888,597.56700000004,40
5.200000000001182,179.1222222222222,602.7670000000412,40
2.600000000000591,118.62962962962965,605.3670000000418,40
1.733000000000402,94.37037037037037,607.1000000000422,40
4.333000000000993,102.99629629629628,611.4330000000432,40
2.600000000000591,100.12592592592591,614.0330000000438,40
4.3340000000009695,102.75925925925924,618.3670000000448,40
