Frames,Timestamp,Intensity,pid,qid
128,2.221153481864108,38.490870360803,40,13
129,2.2291994615159103,38.14986995366336,40,13
130,2.2372454411677123,36.63911993358986,40,13
131,2.2452914208195147,35.57383349337099,40,13
132,2.2533374004713167,34.840594780145636,40,13
133,2.261383380123119,34.09619952539215,40,13
134,2.2694293597749216,34.158416906355406,40,13
135,2.277475339426724,35.36082732850631,40,13
136,2.2855213190785264,35.88436213342928,40,13
137,2.293567298730329,35.7902710404818,40,13
138,2.301613278382131,35.38991757804158,40,13
139,2.3096592580339332,34.64774547867528,40,13
140,2.317705237685735,34.72023965336192,40,13
141,2.3257512173375376,36.000711766488706,40,13
142,2.33379719698934,36.72198419067708,40,13
143,2.3418431766411425,36.207218003079696,40,13
144,2.349889156292945,35.06263324449468,40,13
145,2.3579351359447474,33.9388178793824,40,13
146,2.3659811155965493,34.63025388980034,40,13
147,2.3740270952483518,36.11326170444233,40,13
148,2.3820730749001537,37.26998494669553,40,13
149,2.390119054551956,38.198945196124725,40,13
150,2.3981650342037586,37.879385566514394,40,13
151,2.406211013855561,37.26678966436253,40,13
152,2.4142569935073634,36.72276168971482,40,13
153,2.422302973159166,35.866222515992604,40,13
154,2.4303489528109683,35.446487424265925,40,13
155,2.4383949324627703,36.597554122723736,40,13
156,2.4464409121145727,37.212998416374916,40,13
157,2.4544868917663747,36.53430155591766,40,13
158,2.462532871418177,38.38034652142107,40,13
159,2.4705788510699795,41.27960875639232,40,13
160,2.478624830721782,42.00729291010706,40,13
161,2.4866708103735844,40.00159065016996,40,13
162,2.494716790025387,37.72736066342756,40,13
163,2.502762769677189,40.7276709445291,40,13
164,2.5108087493289912,44.56779405303139,40,13
165,2.518854728980793,45.48241871283432,40,13
166,2.5269007086325956,43.41579562311893,40,13
167,2.534946688284398,41.13528495116764,40,13
168,2.5429926679362005,41.16823385323976,40,13
169,2.551038647588003,41.275114420487,40,13
170,2.5590846272398053,40.30559577552387,40,13
171,2.5671306068916078,38.1062782290157,40,13
172,2.5751765865434098,36.251147414485416,40,13
173,2.583222566195212,36.33808606175657,40,13
174,2.591268545847014,36.29077276812212,40,13
175,2.5993145254988166,34.986096046674675,40,13
176,2.607360505150619,34.91887559456832,40,13
177,2.6154064848024214,35.290375661774846,40,13
178,2.623452464454224,34.08437800968346,40,13
179,2.6314984441060263,34.01583606996127,40,13
180,2.6395444237578283,34.591071570959066,40,13
181,2.6475904034096307,35.33007453423768,40,13
182,2.6556363830614327,36.69054519611486,40,13
183,2.663682362713235,37.704805734311115,40,13
184,2.6717283423650375,37.62397326735232,40,13
185,2.67977432201684,36.794362429208924,40,13
186,2.6878203016686424,36.459831108428375,40,13
187,2.695866281320445,36.865597506510085,40,13
188,2.703912260972247,37.45306673351624,40,13
189,2.711958240624049,37.9414378974641,40,13
190,2.720004220275851,37.81450701551725,40,13
191,2.7280501999276536,37.483287158180914,40,13
192,2.736096179579456,37.760780498450025,40,13
193,2.7441421592312585,37.204431048475335,40,13
194,2.752188138883061,37.00246979597968,40,13
195,2.7602341185348633,37.73313649721322,40,13
196,2.7682800981866658,38.139410910015336,40,13
197,2.7763260778384677,38.30473483800171,40,13
198,2.78437205749027,38.430811147686335,40,13
199,2.792418037142072,37.994676783518045,40,13
200,2.8004640167938746,37.57165489995604,40,13
201,2.808509996445677,36.73238275965196,40,13
202,2.8165559760974794,36.021619519404574,40,13
203,2.824601955749282,36.80674431388994,40,13
204,2.8326479354010843,37.744730511314266,40,13
205,2.8406939150528863,37.241697162500245,40,13
206,2.8487398947046887,36.79956433750857,40,13
207,2.8567858743564907,37.580833824406696,40,13
208,2.864831854008293,37.67512033665121,40,13
209,2.8728778336600955,37.30704702876113,40,13
210,2.880923813311898,38.014988975488635,40,13
211,2.8889697929637004,38.50612306496736,40,13
212,2.897015772615503,38.03074064545571,40,13
213,2.905061752267305,38.16064249064648,40,13
214,2.913107731919107,38.38377867493131,40,13
215,2.9211537115709096,37.877567764343006,40,13
216,2.9291996912227116,37.40614892449612,40,13
217,2.937245670874514,37.61245499013046,40,13
218,2.9452916505263165,38.0060241588674,40,13
219,2.953337630178119,38.05878073958947,40,13
220,2.9613836098299213,37.59513945167476,40,13
221,2.9694295894817238,38.05772319157695,40,13
222,2.9774755691335257,38.685149880370034,40,13
223,2.985521548785328,38.61001548186501,40,13
224,2.99356752843713,38.589450418516165,40,13
225,3.0016135080889326,37.64454562406652,40,13
226,3.009659487740735,35.199961637243135,40,13
227,3.0177054673925374,33.94016233754175,40,13
228,3.02575144704434,34.28842597237831,40,13
229,3.0337974266961423,35.63241338490641,40,13
230,3.0418434063479443,36.476150312627105,40,13
231,3.0498893859997467,36.108167998724014,40,13
232,3.0579353656515487,35.91436369315761,40,13
233,3.065981345303351,36.3991649560177,40,13
234,3.0740273249551535,36.25354000708888,40,13
235,3.082073304606956,36.411562413564816,40,13
236,3.0901192842587584,36.87072577359076,40,13
237,3.098165263910561,36.56720806889274,40,13
238,3.1062112435623632,35.87022906689274,40,13
239,3.114257223214165,35.81156654077132,40,13
240,3.1223032028659676,35.16806050895741,40,13
241,3.1303491825177696,34.67546006050798,40,13
242,3.138395162169572,35.61911916535539,40,13
243,3.1464411418213745,37.500960893994765,40,13
244,3.154487121473177,38.53134240275984,40,13
245,3.1625331011249793,38.11748472349389,40,13
246,3.1705790807767817,35.879952484067886,40,13
247,3.1786250604285837,32.66217939052218,40,13
248,3.186671040080386,31.837051208019368,40,13
249,3.1947170197321886,32.72110746345861,40,13
250,3.2027629993839906,33.62928810943363,40,13
251,3.210808979035793,34.85900213841667,40,13
252,3.2188549586875954,35.73808167519171,40,13
253,3.226900938339398,35.614871252501395,40,13
254,3.2349469179912,33.51435113849056,40,13
255,3.2429928976430022,31.850945398374773,40,13
256,3.2510388772948047,32.95834489714912,40,13
257,3.259084856946607,33.96571272836032,40,13
258,3.2671308365984095,34.46493171480292,40,13
259,3.2751768162502115,34.06494285724063,40,13
260,3.283222795902014,33.86040477231083,40,13
261,3.2912687755538164,34.45909023240144,40,13
262,3.299314755205619,35.77854001401867,40,13
263,3.3073607348574208,35.59640913153035,40,13
264,3.315406714509223,36.16280985954895,40,13
265,3.3234526941610256,38.13082945997289,40,13
266,3.331498673812828,39.21564982665952,40,13
267,3.33954465346463,38.96889845825339,40,13
268,3.3475906331164325,38.389131821145696,40,13
269,3.355636612768235,37.307566391988956,40,13
270,3.3636825924200373,35.83206335111812,40,13
271,3.3717285720718393,34.94255213770683,40,13
272,3.3797745517236417,34.63615669604379,40,13
273,3.387820531375444,35.89499846115656,40,13
274,3.3958665110272466,36.4914296683496,40,13
275,3.4039124906790486,35.48108761172307,40,13
276,3.411958470330851,34.6618541330051,40,13
277,3.4200044499826534,35.68231251902666,40,13
278,3.428050429634456,36.3379443504123,40,13
279,3.4360964092862583,35.98956711578333,40,13
280,3.4441423889380602,36.01002302767343,40,13
281,3.4521883685898627,36.20300863793882,40,13
282,3.460234348241665,35.22985769820354,40,13
283,3.4682803278934675,34.42041430403705,40,13
284,3.4763263075452695,33.631739465033014,40,13
285,3.484372287197072,35.03804956288657,40,13
286,3.4924182668488744,37.06774966504571,40,13
287,3.500464246500677,38.521490133834554,40,13
288,3.5085102261524788,40.51115865298363,40,13
289,3.516556205804281,41.88132924097184,40,13
290,3.5246021854560836,40.83293877186436,40,13
291,3.532648165107886,38.60763772917552,40,13
292,3.540694144759688,36.26964893734764,40,13
293,3.5487401244114904,33.72470736657992,40,13
294,3.556786104063293,34.19213270471869,40,13
295,3.5648320837150953,36.1251776945056,40,13
296,3.5728780633668973,37.1663192060114,40,13
297,3.5809240430186997,37.23006099224075,40,13
298,3.588970022670502,36.64844756686434,40,13
299,3.5970160023223046,34.90303142068508,40,13
300,3.605061981974107,34.40340207452414,40,13
301,3.613107961625909,35.910121228776305,40,13
302,3.6211539412777114,36.72973753826731,40,13
303,3.629199920929514,35.39973155821389,40,13
304,3.6372459005813162,33.53480854426382,40,13
305,3.6452918802331182,32.753053718131,40,13
306,3.6533378598849207,33.90753516167567,40,13
307,3.661383839536723,35.583062000290425,40,13
308,3.6694298191885255,36.510592160204084,40,13
309,3.6774757988403275,36.79537097007051,40,13
310,3.68552177849213,36.73589727740043,40,13
311,3.6935677581439323,37.01940494239128,40,13
312,3.7016137377957348,36.95570817972451,40,13
313,3.7096597174475368,36.42859467291094,40,13
314,3.717705697099339,36.00783789707806,40,13
315,3.7257516767511416,35.92090333693132,40,13
316,3.733797656402944,36.94292351885416,40,13
317,3.741843636054746,37.87917373881976,40,13
318,3.7498896157065484,38.30661828105488,40,13
319,3.757935595358351,37.47906965857252,40,13
320,3.7659815750101533,35.74283398006552,40,13
321,3.7740275546619557,36.13456484466463,40,13
322,3.7820735343137577,36.76746187307827,40,13
323,3.79011951396556,36.972105118748374,40,13
324,3.7981654936173626,37.586527282726344,40,13
325,3.806211473269165,37.61223699262827,40,13
326,3.814257452920967,37.696800001811155,40,13
327,3.8223034325727694,39.85061485776113,40,13
328,3.830349412224572,45.76886137537563,40,13
329,3.8383953918763742,51.22769961683942,40,13
330,3.8464413715281762,54.69721902013538,40,13
331,3.8544873511799786,56.6336821991736,40,13
332,3.862533330831781,57.45096128420659,40,13
333,3.8705793104835835,57.66166474668539,40,13
334,3.8786252901353855,57.54372960892419,40,13
335,3.886671269787188,57.49688265203002,40,13
336,3.8947172494389903,59.389870228427704,40,13
337,3.9027632290907928,63.54599643380021,40,13
338,3.9108092087425947,66.4421798720734,40,13
339,3.918855188394397,67.84002237468015,40,13
340,3.9269011680461996,68.70773132427797,40,13
341,3.934947147698002,69.1051305204174,40,13
342,3.9429931273498044,69.30333255719836,40,13
343,3.9510391070016064,69.92402382118236,40,13
344,3.959085086653409,70.81003030325432,40,13
345,3.9671310663052113,71.4423415862178,40,13
346,3.9751770459570137,71.80442895493468,40,13
347,3.9832230256088157,72.15440432080618,40,13
348,3.991269005260618,72.46498157785413,40,13
349,3.9993149849124205,72.48004603556397,40,13
350,4.0073609645642225,72.30644209138822,40,13
351,4.015406944216025,72.37517616400909,40,13
352,4.023452923867827,72.52502905103965,40,13
353,4.03149890351963,72.3207455846517,40,13
354,4.039544883171432,71.46662550104531,40,13
355,4.047590862823235,69.57824037759457,40,13
356,4.055636842475037,66.49388062231253,40,13
357,4.0636828221268395,62.34626854913314,40,13
358,4.071728801778642,58.646511328865564,40,13
359,4.0797747814304435,57.54048209171579,40,13
360,4.087820761082246,57.4927927754061,40,13
361,4.095866740734048,57.718084497677964,40,13
362,4.103912720385851,57.94793502232518,40,13
363,4.111958700037653,58.52767724079697,40,13
364,4.120004679689455,60.01312427953362,40,13
365,4.128050659341257,61.49947908056939,40,13
366,4.13609663899306,62.83137500573605,40,13
367,4.144142618644862,64.07448276258447,40,13
368,4.152188598296664,65.03248519668989,40,13
369,4.160234577948467,66.01789815990139,40,13
370,4.168280557600269,67.16883799694193,40,13
371,4.176326537252072,67.8812354835428,40,13
372,4.184372516903874,68.08100827978542,40,13
373,4.1924184965556766,67.92197761765159,40,13
374,4.200464476207479,67.8374478395733,40,13
375,4.208510455859281,68.04305071228794,40,13
376,4.216556435511083,67.99176973674663,40,13
377,4.224602415162885,67.59384969175716,40,13
378,4.232648394814688,67.17222077483828,40,13
379,4.24069437446649,66.95308960095312,40,13
380,4.248740354118292,66.02815168652036,40,13
381,4.256786333770094,63.5581828511322,40,13
382,4.264832313421897,59.87326963337311,40,13
383,4.272878293073699,56.91102287187824,40,13
384,4.2809242727255015,57.40662659652665,40,13
385,4.288970252377304,58.36907070505682,40,13
386,4.297016232029106,57.542335135558744,40,13
387,4.305062211680909,54.80842696562984,40,13
388,4.313108191332711,50.4586582504612,40,13
389,4.321154170984514,46.79026679718055,40,13
390,4.329200150636316,47.36850549472807,40,13
391,4.3372461302881185,50.33561983875743,40,13
392,4.345292109939921,53.54228168599371,40,13
393,4.353338089591722,55.64906152628619,40,13
394,4.361384069243525,56.54537867795243,40,13
395,4.369430048895327,57.1898650450278,40,13
396,4.37747602854713,57.63055743482639,40,13
397,4.385522008198931,57.8785533060233,40,13
398,4.393567987850734,57.90356264543756,40,13
399,4.401613967502536,57.55431473835547,40,13
400,4.4096599471543385,56.61723562315253,40,13
401,4.417705926806141,54.23205003795002,40,13
402,4.425751906457943,49.97542208094239,40,13
403,4.433797886109746,50.78339924729193,40,13
404,4.441843865761548,58.92523604188531,40,13
405,4.449889845413351,64.4063305830146,40,13
406,4.457935825065153,67.19150058601171,40,13
407,4.4659818047169555,68.36118809834264,40,13
408,4.474027784368758,68.94223119028445,40,13
409,4.48207376402056,69.20068885059536,40,13
410,4.490119743672362,68.8349020887422,40,13
411,4.498165723324164,67.78485912587973,40,13
412,4.506211702975967,66.98223623835979,40,13
413,4.514257682627769,66.48548950694051,40,13
414,4.522303662279571,65.89639819435868,40,13
415,4.530349641931373,66.46896702650537,40,13
416,4.5383956215831756,67.57840483227032,40,13
417,4.546441601234978,68.05500469963219,40,13
418,4.55448758088678,68.11685730245077,40,13
419,4.562533560538583,68.00757619201413,40,13
420,4.570579540190385,67.3754573252486,40,13
421,4.578625519842188,66.67719613243924,40,13
422,4.58667149949399,67.05383193753752,40,13
423,4.5947174791457925,67.18901007089462,40,13
424,4.602763458797595,66.3715388406219,40,13
425,4.610809438449397,65.94858544638787,40,13
426,4.618855418101199,66.02243750545013,40,13
427,4.626901397753001,65.5801315052081,40,13
428,4.634947377404804,65.48466809487573,40,13
429,4.642993357056606,65.61033087940847,40,13
430,4.651039336708409,65.41507082748849,40,13
431,4.65908531636021,65.77558755509271,40,13
432,4.667131296012013,66.34670245526438,40,13
433,4.675177275663815,66.21503296192343,40,13
434,4.6832232553156175,65.73123018493278,40,13
435,4.69126923496742,65.41425546473309,40,13
436,4.699315214619222,64.85719876834747,40,13
437,4.707361194271025,64.7300572331996,40,13
438,4.715407173922827,64.69246814444762,40,13
439,4.72345315357463,64.1374110374635,40,13
440,4.731499133226432,63.26003895992373,40,13
441,4.739545112878234,62.14938935822002,40,13
442,4.747591092530037,61.13456609563073,40,13
443,4.755637072181838,60.63904146427207,40,13
444,4.763683051833641,59.961400436066555,40,13
445,4.771729031485443,60.30943111690064,40,13
446,4.779775011137246,61.23866929060719,40,13
447,4.787820990789047,61.519534717550016,40,13
448,4.79586697044085,62.32307849856383,40,13
449,4.803912950092652,63.89016851912825,40,13
450,4.8119589297444545,65.2332072158016,40,13
451,4.820004909396257,66.2576270625083,40,13
452,4.828050889048059,66.89739668436935,40,13
453,4.836096868699862,67.14470843939085,40,13
454,4.844142848351664,67.16646341421081,40,13
455,4.852188828003467,67.07221133110778,40,13
456,4.860234807655269,66.83841083176776,40,13
457,4.8682807873070715,66.77637226567394,40,13
458,4.876326766958874,66.66747528817895,40,13
459,4.884372746610676,66.99951937630239,40,13
460,4.892418726262478,67.40287948547832,40,13
461,4.90046470591428,67.12781584882188,40,13
462,4.908510685566083,66.9842993591003,40,13
463,4.916556665217885,67.08806407884582,40,13
464,4.924602644869687,66.64629266300862,40,13
465,4.932648624521489,66.18498694372846,40,13
466,4.9406946041732915,66.08010772268314,40,13
467,4.948740583825094,65.92935614058965,40,13
468,4.956786563476896,65.56030355944266,40,13
469,4.964832543128699,65.11602328739765,40,13
470,4.972878522780501,64.64550897316225,40,13
471,4.980924502432304,64.1077269672367,40,13
472,4.988970482084106,63.685838787245295,40,13
473,4.9970164617359085,63.31633031883221,40,13
474,5.005062441387711,62.66960224454106,40,13
475,5.013108421039513,61.18544448994007,40,13
476,5.021154400691316,58.837564246545995,40,13
477,5.029200380343117,56.020128874345986,40,13
478,5.03724635999492,52.69868066263747,40,13
479,5.045292339646722,49.60619556746522,40,13
480,5.053338319298525,46.84408569140796,40,13
481,5.061384298950326,43.46659666403014,40,13
482,5.069430278602129,41.82155207429852,40,13
483,5.077476258253931,41.14240860635824,40,13
484,5.085522237905733,40.32909984863578,40,13
485,5.093568217557536,39.77934254416563,40,13
486,5.101614197209338,39.28796945558175,40,13
487,5.109660176861141,38.4134933040374,40,13
488,5.117706156512943,37.88241709012942,40,13
489,5.125752136164746,38.00639475247907,40,13
490,5.133798115816548,37.9935097969029,40,13
491,5.14184409546835,37.959310069641916,40,13
492,5.149890075120153,38.103187131837835,40,13
493,5.157936054771955,37.27402462479354,40,13
494,5.165982034423757,36.321576372333695,40,13
495,5.174028014075559,35.61857797303911,40,13
496,5.182073993727362,34.80509712198658,40,13
497,5.190119973379164,34.79428061791839,40,13
498,5.1981659530309665,35.336901882239495,40,13
499,5.206211932682769,36.03557260731594,40,13
500,5.2142579123345705,35.66954700354062,40,13
501,5.222303891986373,34.77885539751663,40,13
502,5.230349871638175,34.09888064267337,40,13
503,5.238395851289978,32.6847483872092,40,13
504,5.24644183094178,33.334365598132585,40,13
505,5.254487810593583,35.59749043805818,40,13
506,5.262533790245385,37.08305166599997,40,13
507,5.2705797698971875,36.60349739401187,40,13
508,5.278625749548989,35.209572397541805,40,13
509,5.286671729200791,35.448868507253344,40,13
510,5.294717708852594,35.87925887159179,40,13
511,5.302763688504396,35.92457294578706,40,13
512,5.310809668156199,36.84642295538076,40,13
513,5.318855647808001,37.49073764151642,40,13
514,5.326901627459804,36.964722539752955,40,13
515,5.334947607111606,36.25319850011065,40,13
516,5.342993586763408,36.26412865259097,40,13
517,5.35103956641521,36.45784867387364,40,13
518,5.359085546067012,35.845851072928895,40,13
519,5.367131525718815,34.285635434650914,40,13
520,5.375177505370617,33.083665774736055,40,13
521,5.38322348502242,33.918770859940174,40,13
522,5.391269464674222,35.33260064613271,40,13
523,5.3993154443260245,35.5173883707088,40,13
524,5.407361423977827,34.14223445868315,40,13
525,5.4154074036296285,32.25490324259536,40,13
526,5.423453383281431,32.608077603751305,40,13
527,5.431499362933233,34.21592311886619,40,13
528,5.439545342585036,35.81526285246448,40,13
529,5.447591322236838,36.492509284489174,40,13
530,5.455637301888641,35.953821707248636,40,13
531,5.463683281540443,34.63543033349195,40,13
532,5.4717292611922455,34.14539030642773,40,13
533,5.479775240844047,34.697787616850995,40,13
534,5.487821220495849,36.283170987151166,40,13
535,5.495867200147652,37.11292407812874,40,13
536,5.503913179799454,37.90699850205037,40,13
537,5.511959159451257,38.120991083511825,40,13
538,5.520005139103059,36.82614325813895,40,13
539,5.5280511187548615,36.36779823653598,40,13
540,5.536097098406664,36.33013580668834,40,13
541,5.544143078058466,36.50081984286422,40,13
542,5.552189057710268,36.737511416364676,40,13
543,5.56023503736207,37.55148703811664,40,13
544,5.568281017013873,38.016134489747245,40,13
545,5.576326996665675,37.14485606057661,40,13
546,5.584372976317478,36.23888582459951,40,13
547,5.59241895596928,37.947549358113754,40,13
548,5.6004649356210825,45.622985573721394,40,13
549,5.608510915272885,51.55261854514655,40,13
550,5.6165568949246865,53.312671070860624,40,13
551,5.624602874576489,51.89363589395586,40,13
552,5.632648854228291,52.3126799200509,40,13
553,5.640694833880094,56.6722380416661,40,13
554,5.648740813531896,59.90559518784221,40,13
555,5.656786793183699,62.14284493678048,40,13
556,5.664832772835501,64.26271720714878,40,13
557,5.6728787524873034,65.54485870932284,40,13
558,5.680924732139106,65.66524163244743,40,13
559,5.688970711790907,64.91932123345555,40,13
560,5.69701669144271,63.63546533965217,40,13
561,5.705062671094512,62.00156597230621,40,13
562,5.713108650746315,60.5222638782996,40,13
563,5.721154630398117,60.14293217687371,40,13
564,5.7292006100499195,60.02580471797523,40,13
565,5.737246589701722,59.10817387161683,40,13
566,5.745292569353524,57.385307515997674,40,13
567,5.753338549005326,55.18180696196842,40,13
568,5.761384528657128,52.044628394008186,40,13
569,5.769430508308931,47.584173038063504,40,13
570,5.777476487960733,45.99200596031479,40,13
571,5.785522467612536,50.26548707458553,40,13
572,5.793568447264338,55.147183764567146,40,13
573,5.8016144269161405,59.59863878296902,40,13
574,5.809660406567943,62.460057657757446,40,13
575,5.8177063862197445,64.10147894182387,40,13
576,5.825752365871547,65.1017433750984,40,13
577,5.833798345523349,65.62045866207998,40,13
578,5.841844325175152,65.59478710616148,40,13
579,5.849890304826954,65.24190332576548,40,13
580,5.857936284478757,64.72893361387112,40,13
581,5.865982264130559,64.55172888399643,40,13
582,5.874028243782361,64.97166434053466,40,13
583,5.882074223434164,65.03316119584055,40,13
584,5.890120203085965,64.75422565951492,40,13
585,5.898166182737768,65.01976190725219,40,13
586,5.90621216238957,65.50946873982768,40,13
587,5.914258142041373,65.75893300212019,40,13
588,5.922304121693175,65.79736020756349,40,13
589,5.9303501013449775,65.74995955022077,40,13
590,5.93839608099678,65.53421589317216,40,13
591,5.946442060648582,64.92521819405546,40,13
592,5.954488040300384,63.889040669204824,40,13
593,5.962534019952186,63.01752709537409,40,13
594,5.970579999603989,62.20630165775483,40,13
595,5.978625979255791,60.86074512150322,40,13
596,5.986671958907594,58.91879619917937,40,13
597,5.994717938559396,56.31888342097774,40,13
598,6.0027639182111985,53.2103309018119,40,13
599,6.010809897863001,51.09400900533055,40,13
600,6.018855877514803,50.6337724732095,40,13
601,6.026901857166605,51.49107619913572,40,13
602,6.034947836818407,52.70751184202278,40,13
603,6.04299381647021,53.68108409082094,40,13
604,6.051039796122012,53.84727584780208,40,13
605,6.059085775773815,52.71114515643248,40,13
606,6.067131755425617,51.51199562652002,40,13
607,6.075177735077419,52.13200030320799,40,13
608,6.083223714729222,53.818806084357966,40,13
609,6.091269694381023,55.21482366489633,40,13
610,6.099315674032826,56.213295831841506,40,13
611,6.107361653684628,57.11271052622463,40,13
612,6.115407633336431,57.774904382576615,40,13
613,6.123453612988233,57.383438131595916,40,13
614,6.1314995926400355,55.85690368357874,40,13
615,6.139545572291838,53.4828801125348,40,13
616,6.14759155194364,50.99805671289054,40,13
617,6.155637531595442,49.53005881946038,40,13
618,6.163683511247244,52.3664997358479,40,13
619,6.171729490899047,57.41855333285875,40,13
620,6.179775470550849,60.87068807989061,40,13
621,6.187821450202652,62.515910851917326,40,13
