Frames,Timestamp,hnr_ratio,pid,qid
42,3.0742204284667967,9.581087134341677,40,13
43,3.1190526270866394,9.13993319857955,40,13
44,3.1638848257064818,10.645417222123932,40,13
45,3.2087170243263246,16.071523757089047,40,13
46,3.253549222946167,26.078355160878584,40,13
47,3.2983814215660097,11.475892361136403,40,13
48,3.343213620185852,10.996904180438394,40,13
49,3.3880458188056943,11.668122986139357,40,13
50,3.432878017425537,15.447994151330452,40,13
51,3.4777102160453794,5.450265357814673,40,13
52,3.522542414665222,-2.623837068992506,40,13
53,3.5673746132850646,3.5229045578628124,40,13
54,3.6122068119049073,31.47996443675147,40,13
55,3.6570390105247497,30.10325040216394,40,13
56,3.701871209144592,16.59771527238084,40,13
57,3.746703407764435,16.45825396380808,40,13
58,3.791535606384277,12.759134599102923,40,13
59,3.83636780500412,12.308459295428996,40,13
60,3.8812000036239622,10.882423939344811,40,13
61,3.926032202243805,21.829127791253455,40,13
62,3.9708644008636473,9.021768006341828,40,13
63,4.015696599483491,11.386884321471491,40,13
64,4.0605287981033324,9.128704997225569,40,13
65,4.105360996723174,6.67270204350797,40,13
66,4.150193195343018,13.594335943384477,40,13
67,4.19502539396286,6.525860827427032,40,13
68,4.239857592582703,12.821039516725676,40,13
69,4.2846897912025455,1.9478719271435432,40,13
70,4.329521989822387,0.009728380095760405,40,13
71,4.37435418844223,14.000483746320265,40,13
72,4.419186387062073,17.720405489268707,40,13
73,4.464018585681915,13.737991936286404,40,13
74,4.508850784301758,14.585261466683466,40,13
75,4.5536829829216,10.055994926422633,40,13
76,4.598515181541442,13.167706306409094,40,13
77,4.643347380161286,15.023630820978982,40,13
78,4.688179578781128,12.904489174771438,40,13
79,4.733011777400971,25.097664724744675,40,13
80,4.777843976020813,13.896617004738319,40,13
81,4.822676174640655,14.514865230244292,40,13
82,4.867508373260498,19.287629545081085,40,13
83,4.912340571880341,12.060274918060736,40,13
84,4.957172770500183,15.583823712146616,40,13
85,5.0020049691200255,18.625700758555432,40,13
86,5.046837167739868,10.318508138047626,40,13
87,5.09166936635971,11.919161215757466,40,13
88,5.136501564979553,12.625748094815258,40,13
89,5.181333763599396,22.400289418157268,40,13
90,5.2261659622192385,16.307600621591426,40,13
91,5.27099816083908,8.230537013504044,40,13
92,5.315830359458923,16.776384748475422,40,13
93,5.360662558078766,14.689548260367982,40,13
94,5.405494756698609,8.546934429476671,40,13
95,5.450326955318451,16.24611805811415,40,13
96,5.495159153938293,9.990968041572872,40,13
97,5.539991352558136,13.115494560737579,40,13
98,5.584823551177978,13.260817204169275,40,13
99,5.629655749797821,13.970456742446693,40,13
100,5.674487948417664,5.626168145790565,40,13
101,5.719320147037506,20.673300267792282,40,13
102,5.764152345657348,18.825233410148673,40,13
103,5.808984544277191,45.20802695108141,40,13
104,5.853816742897034,8.070277321332794,40,13
105,5.898648941516876,7.8778309338601735,40,13
106,5.9434811401367185,14.778642146224637,40,13
107,5.988313338756561,6.233882025344703,40,13
108,6.033145537376404,24.06151177567851,40,13
109,6.077977735996246,5.08191098441926,40,13
110,6.122809934616089,3.6978462092400743,40,13
111,6.1676421332359315,15.070500656420782,40,13
112,6.212474331855773,10.078836564883298,40,13
113,6.257306530475616,6.562853020439703,40,13
114,6.302138729095459,6.924531869959161,40,13
115,6.346970927715302,8.99865383713825,40,13
116,6.391803126335144,21.880149852232883,40,13
117,6.436635324954986,12.121063202238044,40,13
118,6.481467523574829,3.2597197384806935,40,13
119,6.526299722194672,3.1536976985995837,40,13
120,6.571131920814514,3.290053010439305,40,13
121,6.615964119434357,4.628627645616303,40,13
122,6.660796318054199,5.317435030860338,40,13
123,6.705628516674041,10.859154412740534,40,13
124,6.750460715293884,9.144202820056059,40,13
125,6.795292913913727,-0.37374682619722044,40,13
126,6.84012511253357,-0.22638003319935718,40,13
127,6.8849573111534115,8.627404649131499,40,13
128,6.929789509773254,7.804697876831625,40,13
129,6.974621708393097,8.247112274335132,40,13
130,7.019453907012939,6.413045071213688,40,13
131,7.064286105632782,14.999851268046886,40,13
132,7.1091183042526245,18.527637325166086,40,13
133,7.153950502872467,15.189906568663865,40,13
134,7.198782701492309,5.1937640876564455,40,13
135,7.243614900112152,3.505779726208858,40,13
136,7.288447098731995,4.387802674243279,40,13
137,7.333279297351837,12.095318047747776,40,13
138,7.378111495971679,8.900872987494902,40,13
139,7.422943694591522,7.159911540213889,40,13
140,7.467775893211365,11.179357654047738,40,13
141,7.512608091831207,6.282562517238839,40,13
142,7.55744029045105,3.3596834583522766,40,13
143,7.602272489070892,3.0949050098636937,40,13
144,7.647104687690735,3.265011203888365,40,13
145,7.691936886310577,3.033555710001901,40,13
146,7.73676908493042,8.174555060028194,40,13
147,7.781601283550263,7.145380927814431,40,13
148,7.8264334821701045,11.495676605183602,40,13
149,7.871265680789947,11.363801268280868,40,13
150,7.91609787940979,1.7623879054022793,40,13
151,7.960930078029633,5.55606906728598,40,13
152,8.005762276649474,15.040609209271274,40,13
153,8.050594475269317,7.131457298029826,40,13
154,8.095426673889161,16.229491183308593,40,13
155,8.140258872509001,5.4431711454417275,40,13
156,8.185091071128845,10.97323906722101,40,13
157,8.229923269748689,6.1451751330537006,40,13
158,8.27475546836853,7.156477212759526,40,13
159,8.319587666988372,10.453001700930608,40,13
160,8.364419865608216,3.604193769316006,40,13
161,8.409252064228058,5.6389888646934105,40,13
162,8.4540842628479,10.457373521660283,40,13
163,8.498916461467743,5.264504592846857,40,13
164,8.543748660087585,3.139181327729167,40,13
165,8.588580858707427,8.804502247158732,40,13
166,8.633413057327271,25.96149548132656,40,13
167,8.678245255947113,7.9757675577034775,40,13
168,8.723077454566955,4.586204637897785,40,13
169,8.767909653186798,18.81556350352478,40,13
170,8.81274185180664,11.682725691807857,40,13
171,8.857574050426482,3.469569625937531,40,13
172,8.902406249046326,2.1582140279143207,40,13
173,8.947238447666168,5.929725516263103,40,13
174,8.99207064628601,12.971349637636585,40,13
175,9.036902844905853,4.256949685145109,40,13
176,9.081735043525695,16.436727631010456,40,13
177,9.126567242145537,11.638672259790964,40,13
178,9.17139944076538,9.553357344521922,40,13
179,9.216231639385223,8.6508824592403,40,13
180,9.261063838005066,5.309372195572784,40,13
181,9.305896036624908,15.966728867674775,40,13
182,9.35072823524475,10.405979011772416,40,13
183,9.395560433864594,5.540112731149767,40,13
184,9.440392632484436,10.733763250325108,40,13
185,9.485224831104277,11.25263711782643,40,13
186,9.530057029724121,8.861624606603586,40,13
187,9.574889228343963,12.26567518305522,40,13
188,9.619721426963807,9.148913609605609,40,13
189,9.664553625583649,8.139457512825441,40,13
190,9.70938582420349,8.040088300555219,40,13
191,9.754218022823334,7.633965009130126,40,13
192,9.799050221443176,11.485092317168984,40,13
193,9.843882420063018,8.41053644901012,40,13
194,9.888714618682862,8.499948242157826,40,13
195,9.933546817302704,17.371226441358917,40,13
196,9.978379015922545,15.463415383025696,40,13
197,10.023211214542389,14.015396328451352,40,13
198,10.068043413162231,11.407883107249663,40,13
199,10.112875611782075,4.09478786809535,40,13
200,10.157707810401917,8.982243501704655,40,13
201,10.202540009021758,5.523609136202696,40,13
202,10.247372207641602,10.421504449319128,40,13
203,10.292204406261444,12.747860349606633,40,13
204,10.337036604881286,7.850145552757817,40,13
205,10.38186880350113,12.535591655705339,40,13
206,10.426701002120971,5.781042008430967,40,13
207,10.471533200740813,5.238412454538585,40,13
208,10.516365399360657,12.501928511062486,40,13
209,10.561197597980499,7.00427312954989,40,13
210,10.60602979660034,13.277291684079024,40,13
211,10.650861995220184,8.784599051866715,40,13
212,10.695694193840026,6.0082023142071215,40,13
213,10.74052639245987,7.339725918124537,40,13
214,10.785358591079712,9.795340369815383,40,13
215,10.830190789699554,9.835282865469086,40,13
216,10.875022988319397,6.912462404533733,40,13
217,10.91985518693924,11.463382510571886,40,13
218,10.964687385559081,7.11474923910481,40,13
219,11.009519584178925,7.9104167002717904,40,13
220,11.054351782798767,3.024812719553729,40,13
221,11.099183981418609,11.238985751809976,40,13
222,11.144016180038452,5.606595112826632,40,13
223,11.188848378658294,8.215891762880416,40,13
224,11.233680577278136,12.754022757034033,40,13
225,11.27851277589798,4.606883714460941,40,13
226,11.323344974517822,4.397502058330587,40,13
227,11.368177173137665,4.457113877097986,40,13
228,11.413009371757507,4.435022007198843,40,13
229,11.457841570377349,4.539716288015032,40,13
230,11.502673768997193,6.785140973956548,40,13
231,11.547505967617035,8.373693368530635,40,13
232,11.592338166236877,16.621979255152347,40,13
233,11.63717036485672,7.671552869466698,40,13
234,11.682002563476562,5.692942833857267,40,13
235,11.726834762096404,5.024309077849486,40,13
236,11.771666960716248,6.434547194318175,40,13
237,11.81649915933609,6.46546574447584,40,13
238,11.861331357955933,11.74373672643842,40,13
239,11.906163556575775,10.17687275723196,40,13
240,11.950995755195617,4.951796615341429,40,13
241,11.99582795381546,5.638071771603261,40,13
242,12.040660152435303,8.63805642179258,40,13
243,12.085492351055144,17.000899068077803,40,13
244,12.130324549674988,8.426957311949764,40,13
245,12.17515674829483,14.952464316727722,40,13
246,12.219988946914672,7.313296264382406,40,13
247,12.264821145534516,20.59192311306716,40,13
248,12.309653344154357,17.61035917927073,40,13
249,12.3544855427742,8.27310543741002,40,13
250,12.399317741394043,6.867988600806613,40,13
